Origem da Cobertura,CNPJ,Razão Social,Categoria,Porte,CNAE,COBERTURA,CNPJ_NORMALIZADO
Migração,8531946000196,Eme's Cargas Aereas Ltda,Não Indústria,4.Micro,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",SESI,08531946000196
Migração,8614679000110,Real Arapiraca Viacao Ltda,Não Indústria,3.Pequena,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",SESI,08614679000110
Migração,8623589000196,J Jakson P Da Silva,Não Indústria,4.Micro,Apicultura,SESI,08623589000196
Migração,8629693000198,Associacao Do Pessoal Da Caixa Economica Federal,Não Indústria,4.Micro,"Clubes sociais, esportivos e similares",SESI,08629693000198
Migração,8661067000189,Organicos Ambiental Consultoria Auditoria E Servicos Ltda,Não Indústria,4.Micro,Testes e análises técnicas,SESI,08661067000189
Migração,8729141000151,"Pena Distribuidora, Importacao E Exportacao Ltda",Não Indústria,2.Média,Comércio atacadista de produtos alimentícios em geral,SESI,08729141000151
Migração,8840071000104,Av Gestao Empresarial Ltda,Não Indústria,3.Pequena,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SESI,08840071000104
Migração,8850788000137,A C Locadora De Transportes Ltda,Não Indústria,3.Pequena,Operadores turísticos,SESI,08850788000137
Proposta,8862530000150,Tigre Materiais E Solucoes Para Construcao Ltda.,Indústria,1.Grande,Fabricação de tubos e acessórios de material plástico para uso na construção,SESI,08862530000150
Migração,8917765000100,Coisa De Casa Magazine Ltda,Não Indústria,4.Micro,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,SESI,08917765000100
Migração,8923450000168,Congregacao Das Irmas Franciscanas De Santo Antonio,Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,SESI,08923450000168
Migração,8973574000158,Cordial Sociedade Beneficente Do Coracao De Alagoas,Não Indústria,3.Pequena,Atividades associativas não especificadas anteriormente,SESI,08973574000158
Migração,9102299000160,Melo & Calheiros Comercio E Servicos Ltda,Não Indústria,4.Micro,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",SESI,09102299000160
Proposta,9114805000211,Oceanpact Servicos Maritimos S.a.,Não Indústria,4.Micro,Navegação de apoio marítimo,SESI,09114805000211
Migração,9116721000136,J. R. Ribeiro Auto Pecas Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,09116721000136
Migração,9143357000101,Arafort Piscinas E Materiais De Construcao Ltda,Não Indústria,4.Micro,Comércio varejista de materiais de construção em geral,SESI,09143357000101
Migração,9167697000164,Cedro Alimentos & Bebidas Ltda,Não Indústria,3.Pequena,Restaurantes e similares,SESI,09167697000164
Migração,9338997000169,System 2000 Centro De Idiomas Ltda,Não Indústria,3.Pequena,Ensino de idiomas,SESI,09338997000169
Migração,9341637000116,Delfos Locacoes Ltda,Não Indústria,4.Micro,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SESI,09341637000116
Migração,9352645000168,Cooperativa De Trabalho Dos Fisioterapeutas De Alagoas - Fisiocoop,Não Indústria,4.Micro,Atividades de fisioterapia,SESI,09352645000168
Migração,9358384000193,Aleplast Comercio De Produtos Descartaveis Ltda,Não Indústria,2.Média,Comércio varejista de outros produtos não especificados anteriormente,SESI,09358384000193
Migração,9361765000121,Cedro Assessoria E Administracao De Hoteis De Maceio Ltda,Não Indústria,4.Micro,Hotéis,SESI,09361765000121
Migração,9378950000129,Nsa Distribuidora Ltda,Não Indústria,4.Micro,Comércio atacadista de produtos alimentícios em geral,SESI,09378950000129
Migração,9428526000141,"Pajucara Editora, Internet E Eventos Ltda",Não Indústria,3.Pequena,"Portais, provedores de conteúdo e outros serviços de informação na internet",SESI,09428526000141
Migração,9438676000136,Tucci E Pontual Servicos Ltda,Não Indústria,4.Micro,Lavanderias,SESI,09438676000136
Proposta,9473889000107,Trusty Servicos E Comercio Ltda,Indústria,4.Micro,Perfurações e sondagens,SESI,09473889000107
Migração,9511455000146,Sichuan Restaurantes Ltda,Não Indústria,4.Micro,Restaurantes e similares,SESI,09511455000146
Migração,9597651000185,Lyra & Paes Produtos Farmaceuticos Ltda,Não Indústria,4.Micro,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",SESI,09597651000185
Migração,9597731000130,G Do Nascimento - Pecas,Não Indústria,3.Pequena,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,09597731000130
Migração,9601087000127,Loja Do Posto Comercio E Servicos Ltda,Não Indústria,4.Micro,Comércio varejista de ferragens e ferramentas,SESI,09601087000127
Migração,9601934000153,Gases Do Agreste Comercio E Transporte Ltda,Não Indústria,4.Micro,Transporte rodoviário de produtos perigosos,SESI,09601934000153
Proposta,9813009000196,Alvaro Jose Do Monte Vasconcelos,Não Indústria,4.Micro,Criação de frangos para corte,SESI,09813009000196
Migração,10198241000140,E F Guedes,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,10198241000140
Migração,10198241000221,E F Guedes,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,10198241000221
Migração,10306633000186,P De Carvalho Silva Servicos Ltda,Não Indústria,3.Pequena,Seleção e agenciamento de mão-de-obra,SESI,10306633000186
Migração,10331633000136,Rad - Radiologia Diagnostica Ltda,Não Indústria,4.Micro,Serviços de ressonância magnética,SESI,10331633000136
Migração,10368560000157,L.a.f. Marketing E Servicos Ltda,Não Indústria,4.Micro,Marketing direto,SESI,10368560000157
Proposta,10412434000152,Emsercol - Empresa Sergipana De Contrucao E Limpeza Ltda,Indústria,2.Média,Construção de edifícios,SESI,10412434000152
Migração,10445683000144,Lucas Vagner Dos Santos Comercio,Não Indústria,4.Micro,Comércio varejista de ferragens e ferramentas,SESI,10445683000144
Migração,10474868000187,Associacao Dos Proprietarios E/ou Moradores Do Loteamento Residencial Aldeia Do Vale,Não Indústria,4.Micro,Atividades associativas não especificadas anteriormente,SESI,10474868000187
Migração,10494027000131,Lopes E Teixeira Alimentos E Bebidas Ltda,Não Indústria,3.Pequena,Restaurantes e similares,SESI,10494027000131
Migração,10500326000131,Madeiras Do Brasil Do Agreste Ltda,Não Indústria,3.Pequena,Comércio varejista de madeira e artefatos,SESI,10500326000131
Migração,10530141000170,Mundau Comercio De Materiais Reciclados Ltda,Não Indústria,3.Pequena,Comércio atacadista de resíduos e sucatas metálicos,SESI,10530141000170
Migração,10581362000177,Araujo & Albuquerque Ltda,Não Indústria,3.Pequena,Comércio varejista de outros produtos não especificados anteriormente,SESI,10581362000177
Proposta,10655727000160,Messtechnik Industria E Comercio Ltda,Indústria,2.Média,"Fabricação de aparelhos e equipamentos de medida, teste e controle",SESI,10655727000160
Migração,10729398000155,W M - Manutencao Industrial Ltda,Indústria,4.Micro,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,SESI,10729398000155
Migração,10769660000195,Agencia De Fomento De Alagoas S/a.,Não Indústria,3.Pequena,Agências de fomento,SESI,10769660000195
Migração,10793958000130,Industria E Comercio De Gelo Ltda,Indústria,3.Pequena,Fabricação de gelo comum,SESI,10793958000130
Migração,10795557000110,Aloisio De Oliveira Silva,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,SESI,10795557000110
Migração,10811677000163,Tambaqui Empreendimentos Hoteleiros Ltda,Não Indústria,3.Pequena,Hotéis,SESI,10811677000163
Migração,10812501000126,Cooperativa Mista Dos Taxistas De Maceio Ltda,Não Indústria,4.Micro,Outras atividades associativas profissionais,SESI,10812501000126
Proposta,10825373000155,"Instituto Federal De Educacao, Ciencia E Tecnologia De Alagoas - If/al",Não Indústria,4.Micro,Educação profissional de nível tecnológico,SESI,10825373000155
Proposta,10825373001127,"Instituto Federal De Educacao, Ciencia E Tecnologia De Alagoas - If/al",Não Indústria,4.Micro,Educação profissional de nível tecnológico,SESI,10825373001127
Migração,10840082000136,M A Dos Anjos Locacao Impressao E Servico De Informatica Ltda,Não Indústria,4.Micro,Fotocópias,SESI,10840082000136
Proposta,10857039000183,Mss Transportes Ltda,Não Indústria,1.Grande,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",SESI,10857039000183
Proposta,10882812000161,Gonube Tecnologia Ltda,Não Indústria,3.Pequena,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",SESI,10882812000161
Migração,10885069000101,Maceio Aviamento Ltda,Não Indústria,4.Micro,Comercio varejista de artigos de armarinho,SESI,10885069000101
Migração,10887669000281,Kiola Industria E Comercio Ltda,Não Indústria,4.Micro,Comércio varejista de produtos saneantes domissanitários,SESI,10887669000281
Migração,10907247000140,Via Granito Comercio De Pedras Ltda,Não Indústria,3.Pequena,Comércio varejista de pedras para revestimento,SESI,10907247000140
Migração,10923803000171,"Audconp - Central De Servicos De Auditoria, Contabilidade E Pericia Ltda",Não Indústria,4.Micro,Atividades de contabilidade,SESI,10923803000171
Migração,10925899000107,Madeiras Do Brasil Ltda,Não Indústria,3.Pequena,Comércio varejista de madeira e artefatos,SESI,10925899000107
Migração,10950744000120,Doce Momento Comercio De Alimentos Ltda.,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",SESI,10950744000120
Migração,11031356000109,Santorini Restaurante Ltda,Não Indústria,3.Pequena,Restaurantes e similares,SESI,11031356000109
Migração,11097044000106,M . J. Ferreira Soares Confeccoes,Não Indústria,4.Micro,Comércio varejista de artigos do vestuário e acessórios,SESI,11097044000106
Migração,11101933000191,Sf Alimentos Ltda,Não Indústria,4.Micro,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,SESI,11101933000191
Migração,11101933000515,Sf Alimentos Ltda,Não Indústria,4.Micro,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,SESI,11101933000515
Migração,11161579000190,High Park Gestao De Estacionamentos Ltda,Não Indústria,3.Pequena,Estacionamento de veículos,SESI,11161579000190
Migração,11188176000135,Cms Engenharia E Sistemas De Energia Eletrica Ltda,Não Indústria,3.Pequena,Comércio varejista de material elétrico,SESI,11188176000135
Migração,11232112000194,A C Lima Barbosa Comercio De Alimentos Ltda,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",SESI,11232112000194
Proposta,11421889000105,Mixfarma Comercial Ltda,Não Indústria,2.Média,Comércio atacadista de medicamentos e drogas de uso humano,SESI,11421889000105
Migração,11421889000440,Mixfarma Comercial Ltda,Não Indústria,4.Micro,Comércio atacadista de produtos de higiene pessoal,SESI,11421889000440
Proposta,11509676001101,Auto Norte Distribuidora De Pecas Ltda,Não Indústria,3.Pequena,Comércio por atacado de peças e acessórios novos para veículos automotores,SESI,11509676001101
Proposta,11512944000164,Faab Engenharia Ltda,Indústria,2.Média,Construção de estações e redes de distribuição de energia elétrica,SESI,11512944000164
Migração,11544373000140,Dirad - Tomografia E Imagem Ltda.,Não Indústria,4.Micro,Serviços de tomografia,SESI,11544373000140
Migração,11592537000104,Labplus Diagnostica Ltda,Não Indústria,4.Micro,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",SESI,11592537000104
Migração,11838337000199,R. P. M. Da Silva Ferreira,Indústria,4.Micro,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",SESI,11838337000199
Migração,11910387000130,Drogaria Jeane Ltda.,Não Indústria,4.Micro,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",SESI,11910387000130
Proposta,11917733000101,R2t Telecomunicacoes Ltda,Indústria,3.Pequena,Construção de estações e redes de telecomunicações,SESI,11917733000101
Migração,11918091000165,Condominio Do Edificio San Marino Residence Service,Não Indústria,3.Pequena,Condomínios prediais,SESI,11918091000165
Proposta,12002804000702,Transbezerra Ltda,Não Indústria,3.Pequena,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SESI,12002804000702
Migração,12019360000114,Tv Pajucara Ltda,Não Indústria,2.Média,Atividades de televisão aberta,SESI,12019360000114
Migração,12020066000122,Braf Empreendimentos Hoteleiros Ltda.,Não Indústria,3.Pequena,Hotéis,SESI,12020066000122
Migração,12069177000123,Rm Retifica De Motores Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,12069177000123
Migração,12150025000150,Ferro E Costa Ltda,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,SESI,12150025000150
Migração,12157863000156,Instituto Euvaldo Lodi Nucleo Regional De Alagoas,Não Indústria,4.Micro,"Atividades de apoio à educação, exceto caixas escolares",SESI,12157863000156
Proposta,12159281000109,Clube De Regatas Brasil,Não Indústria,3.Pequena,Produção e promoção de eventos esportivos,SESI,12159281000109
Migração,12203196000109,Federacao Das Associacoes Comerciais Do Estado De Al,Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,SESI,12203196000109
Migração,12229415000200,S A Usina Coruripe Acucar E Alcool,Não Indústria,1.Grande,Cultivo de cana-de-açúcar,SESI,12229415000200
Proposta,12264222000109,Municipio De Sao Miguel Dos Campos,Órgãos Públicos,4.Micro,Administração pública em geral,SESI,12264222000109
Proposta,12268397000186,Hotel Beiriz Ltda,Não Indústria,2.Média,Hotéis,SESI,12268397000186
Proposta,12282034000286,Usina Caete S A,Não Indústria,1.Grande,Cultivo de cana-de-açúcar,SESI,12282034000286
Migração,12301511000122,Parque Das Flores Administracao Ltda,Não Indústria,3.Pequena,Serviços de sepultamento,SESI,12301511000122
Migração,12303541000178,Conselho Regional De Contabilidade De Alagoas,Não Indústria,3.Pequena,Outras atividades associativas profissionais,SESI,12303541000178
Migração,12303616000110,S. Vieira Da Silva Ltda,Não Indústria,2.Média,Comercio varejista de artigos de armarinho,SESI,12303616000110
Proposta,12303616000544,S. Vieira Da Silva Ltda,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",SESI,12303616000544
Proposta,12303616001001,S. Vieira Da Silva Ltda,Não Indústria,3.Pequena,Comercio varejista de artigos de armarinho,SESI,12303616001001
Migração,12306031000154,Escola Domestica Maria Imaculada,Não Indústria,3.Pequena,Ensino fundamental,SESI,12306031000154
Migração,12307187000150,Santa Casa De Misericordia De Maceio,Não Indústria,1.Grande,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",SESI,12307187000150
Migração,12307187000311,Santa Casa De Misericordia De Maceio,Não Indústria,3.Pequena,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",SESI,12307187000311
Proposta,12312799000211,Panificacao Jaragua Ltda,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,SESI,12312799000211
Migração,12316295000199,Federacao Das Industrias Do Estado De Alagoas,Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,SESI,12316295000199
Migração,12318184000111,Sindicato Dos Trabalhadores Em Empresas De Telecomunicacoes E Operadores De Mesas Telefonicas (telefonistas Em Geral) No Estado De Alagoas - Sin,Não Indústria,4.Micro,Atividades de organizações sindicais,SESI,12318184000111
Migração,12318234000160,"Emalub - Equipamentos, Maquinas E Lubrificantes Ltda.",Não Indústria,4.Micro,Comércio varejista de outros produtos não especificados anteriormente,SESI,12318234000160
Migração,12319067000172,Associacao Comercial De Maceio,Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,SESI,12319067000172
Migração,12380887000170,Cilel Comercio E Industria De Lages Ltda,Não Indústria,3.Pequena,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",SESI,12380887000170
Migração,12388278000167,Convem Comercio De Veiculos E Motores Ltda - Em Recuperacao Judicial,Não Indústria,4.Micro,Comércio a varejo de motocicletas e motonetas novas,SESI,12388278000167
Migração,12388278000329,Convem Comercio De Veiculos E Motores Ltda - Em Recuperacao Judicial,Não Indústria,3.Pequena,Comércio a varejo de motocicletas e motonetas novas,SESI,12388278000329
Migração,12398749000380,Diocese De Penedo,Não Indústria,4.Micro,Atividades de organizações religiosas,SESI,12398749000380
Migração,12423997000171,Up Distribuidora De Produtos Descartaveis Ltda,Não Indústria,2.Média,Comércio atacadista de embalagens,SESI,12423997000171
Migração,12489837000125,Camara De Dirigentes Lojistas De Arapiraca,Não Indústria,4.Micro,Atividades de organizações associativas patronais e empresariais,SESI,12489837000125
Migração,12509238000126,Associacao Beneficente De Palmeira Dos Indios,Não Indústria,2.Média,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",SESI,12509238000126
Migração,12517413000127,Servico De Apoio As M E P Empresas De Alagoas-sebrae-al,Não Indústria,3.Pequena,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SESI,12517413000127
Migração,12517413000208,Servico De Apoio As M E P Empresas De Alagoas-sebrae-al,Não Indústria,4.Micro,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SESI,12517413000208
Migração,12517413000399,Servico De Apoio As M E P Empresas De Alagoas-sebrae-al,Não Indústria,4.Micro,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SESI,12517413000399
Migração,12517413000470,Servico De Apoio As M E P Empresas De Alagoas-sebrae-al,Não Indústria,4.Micro,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SESI,12517413000470
Migração,12542999000180,Santa Casa De Misericordia De Penedo,Não Indústria,2.Média,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",SESI,12542999000180
Migração,12621462000105,Associacao Das Empresas Do Distrito Industrial Governador Luiz Cavalcante,Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,SESI,12621462000105
Proposta,12683326000140,Hotel Brisa Suites Ltda,Não Indústria,2.Média,Hotéis,SESI,12683326000140
Proposta,12712261000113,Elba Brito Valenca,Não Indústria,4.Micro,Ensino fundamental,SESI,12712261000113
Proposta,12737680000100,Santa Casa De Misericordia De Sao Miguel Dos Campos,Não Indústria,1.Grande,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",SESI,12737680000100
Migração,12805698000100,Francisco De Assis Soares Alcantara,Não Indústria,4.Micro,Comércio varejista de artigos do vestuário e acessórios,SESI,12805698000100
Proposta,12952537000130,Six Propaganda Ltda,Não Indústria,4.Micro,Agências de publicidade,SESI,12952537000130
Migração,12954202000151,Associacao Dos Empregados Do Sesi Senai Fiea E Iel,Não Indústria,4.Micro,"Clubes sociais, esportivos e similares",SESI,12954202000151
Migração,12962817000120,V. L. Da Silva Boutique Ltda,Não Indústria,4.Micro,Comércio varejista de artigos do vestuário e acessórios,SESI,12962817000120
Migração,12974281000162,Rodogranel Logistica E Servicos Ltda,Não Indústria,4.Micro,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",SESI,12974281000162
Migração,13009550000113,Irmaos Britto Representacoes E Comercio Ltda,Não Indústria,4.Micro,Operações de terminais,SESI,13009550000113
Migração,13009550000547,Irmaos Britto Representacoes E Comercio Ltda,Não Indústria,3.Pequena,Operações de terminais,SESI,13009550000547
Migração,13055903000111,Yellow Kite Propaganda E Publicidade Ltda,Não Indústria,3.Pequena,Agências de publicidade,SESI,13055903000111
Migração,13096105000138,M A Da Silva & Cia Ltda,Não Indústria,4.Micro,Atividades de contabilidade,SESI,13096105000138
Migração,13158812000101,I G Da Silva  Ltda,Não Indústria,4.Micro,Atividades de cobrança e informações cadastrais,SESI,13158812000101
Proposta,13256673000159,Smartway Comercio E Servicos Ltda,Indústria,4.Micro,Impressão de material para outros usos,SESI,13256673000159
Migração,13328046000186,Comercial Lavinia Ltda,Não Indústria,4.Micro,Comércio varejista de ferragens e ferramentas,SESI,13328046000186
Migração,13551835000181,Valkyria De Barros Rocha Ltda,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",SESI,13551835000181
Migração,13598663000100,P C Araujo Ltda,Não Indústria,3.Pequena,Restaurantes e similares,SESI,13598663000100
Migração,13625508000127,T . M . Do Nascimento Morais,Não Indústria,4.Micro,Comércio varejista de artigos do vestuário e acessórios,SESI,13625508000127
Migração,13743821000160,J J Balbino Da Silva  Ltda,Indústria,4.Micro,Instalação e manutenção elétrica,SESI,13743821000160
Proposta,13930232000190,Pandurata Logistica Ltda,Não Indústria,2.Média,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",SESI,13930232000190
Migração,13982530000124,Hotel Lua Cheia Ltda,Não Indústria,4.Micro,Outros alojamentos não especificados anteriormente,SESI,13982530000124
Migração,14085471000154,M C Aquino,Não Indústria,4.Micro,Comércio varejista de medicamentos veterinários,SESI,14085471000154
Migração,14101244000175,F M Da Silva Oliveira Ltda,Não Indústria,4.Micro,Comercio varejista de artigos de armarinho,SESI,14101244000175
Migração,14101244000256,F M Da Silva Oliveira Ltda,Não Indústria,4.Micro,Comercio varejista de artigos de armarinho,SESI,14101244000256
Migração,14101244000337,F M Da Silva Oliveira Ltda,Não Indústria,4.Micro,Comercio varejista de artigos de armarinho,SESI,14101244000337
Migração,14179637000100,Gisele Ferreira Dos Anjos,Não Indústria,4.Micro,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",SESI,14179637000100
Migração,14377141000132,Valderley Silva De Oliveira,Não Indústria,4.Micro,Comércio varejista de outros produtos não especificados anteriormente,SESI,14377141000132
Migração,14613816000103,J L F F Construcoes E Servicos Ltda,Indústria,4.Micro,Construção de instalações esportivas e recreativas,SESI,14613816000103
Migração,14755547000101,Parmegianno Pajucara Restaurante Ltda,Não Indústria,3.Pequena,Restaurantes e similares,SESI,14755547000101
Migração,14793555000142,Cooperativa Dos Agricultores Qualificados -coopaq,Não Indústria,3.Pequena,Atividades de apoio à agricultura não especificadas anteriormente,SESI,14793555000142
Proposta,14798740000120,Acessoline Telecomunicacoes Ltda,Indústria,2.Média,Serviços de comunicação multimídia - SCM,SESI,14798740000120
Migração,14840869000159,Lima E Carvalho Ltda,Não Indústria,3.Pequena,Gestão e administração da propriedade imobiliária,SESI,14840869000159
Migração,14891051000165,Rv Hoteis Ltda,Não Indústria,3.Pequena,Hotéis,SESI,14891051000165
Migração,14951706000143,Associacao Dos Moradores E Proprietarios De Lotes Do Loteamento Residencial Altaville Residence,Não Indústria,4.Micro,Atividades associativas não especificadas anteriormente,SESI,14951706000143
Migração,15081543000158,Santa Fe Empreendimentos Imobiliarios E Participacoes Ltda,Não Indústria,4.Micro,Aluguel de imóveis próprios,SESI,15081543000158
Migração,15113214000141,Comercial Lambu Materiais Hidraulicos Ltda,Não Indústria,4.Micro,Comércio varejista de materiais hidráulicos,SESI,15113214000141
Migração,15580519000163,Ferreira Empreendimentos Turisticos Ltda,Não Indústria,4.Micro,Hotéis,SESI,15580519000163
Migração,15613922000141,Java Sorvetes Ltda,Não Indústria,4.Micro,Serviços combinados de escritório e apoio administrativo,SESI,15613922000141
Migração,15613922000222,Java Industria De Sorvetes Ltda,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",SESI,15613922000222
Migração,15614253000122,J. De Almeida Silva,Não Indústria,4.Micro,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",SESI,15614253000122
Migração,15738728000192,R. Da Silva Material De Construcoes E Premoldados,Não Indústria,4.Micro,Comércio varejista de materiais de construção em geral,SESI,15738728000192
Migração,15862219000177,Reato Nucleo De Reabilitacao Ltda,Não Indústria,3.Pequena,Atividades de terapia ocupacional,SESI,15862219000177
Migração,16527159000107,E. R. Da Costa Silva Mercadinho,Não Indústria,4.Micro,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",SESI,16527159000107
Proposta,16599987000142,Applus Qualitec Servicos De Engenharia Ltda,Indústria,4.Micro,Serviços de engenharia,SESI,16599987000142
Migração,16691563000103,G . Do Amaral Lima Correspondente,Não Indústria,4.Micro,Atividades de cobrança e informações cadastrais,SESI,16691563000103
Migração,16753841000100,Pousada Vicenza Ltda,Não Indústria,4.Micro,Outros alojamentos não especificados anteriormente,SESI,16753841000100
Migração,16798006000196,Condominio Do Edificio Residencial Catole,Não Indústria,4.Micro,Condomínios prediais,SESI,16798006000196
Migração,16821729000169,Ronaldo Costa Barroca,Não Indústria,4.Micro,"Criação de aves, exceto galináceos",SESI,16821729000169
Proposta,16912703000126,Aco Lider Ltda,Não Indústria,3.Pequena,Comércio atacadista de ferragens e ferramentas,SESI,16912703000126
Migração,16986057000141,Madeiras Do Brasil Via Expressa Ltda.,Não Indústria,4.Micro,Comércio varejista de materiais de construção em geral,SESI,16986057000141
Proposta,17017499000142,Alexsandra M Dos Santos Ferreira Aguiar Me,Não Indústria,3.Pequena,Educação infantil - pré-escola,SESI,17017499000142
Migração,17281037000804,Sao Miguel Logistica E Distribuicao Ltda,Não Indústria,3.Pequena,"Comércio atacadista de cerveja, chope e refrigerante",SESI,17281037000804
Migração,17336019000106,Auto Posto Veloz Ltda,Não Indústria,3.Pequena,Comércio varejista de combustíveis para veículos automotores,SESI,17336019000106
Migração,17348739000191,Joao Da Silva Barros Laticinios,Não Indústria,4.Micro,Comércio atacadista de leite e laticínios,SESI,17348739000191
Migração,17576754000197,Clinica Medica Integrada Souza Lima S/s Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial restrita a consultas,SESI,17576754000197
Migração,17776281000171,Badoc Comunicacao Ltda,Não Indústria,4.Micro,"Edição de cadastros, listas e outros produtos gráficos",SESI,17776281000171
Migração,17917137000108,Tudo Limpo Distribuidora De Material De Limpeza E Descartaveis Ltda,Não Indústria,4.Micro,Comércio varejista de produtos saneantes domissanitários,SESI,17917137000108
Migração,18078551000133,Tecflan Servicos Industriais Ltda,Indústria,4.Micro,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,SESI,18078551000133
Migração,18221849000150,Jacilma Marques De Sousa Pet Shop,Não Indústria,4.Micro,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SESI,18221849000150
Migração,18311921000130,Alagoas Restaurante Ltda,Não Indústria,4.Micro,Restaurantes e similares,SESI,18311921000130
Migração,18403814000132,Hotel Refugio Ltda,Não Indústria,4.Micro,Outros alojamentos não especificados anteriormente,SESI,18403814000132
Migração,18427355000127,Tau Consultoria Em Sustentabilidade Ltda,Não Indústria,4.Micro,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,SESI,18427355000127
Proposta,18448770000167,Falcao & Silva Comercio De Materiais De Construcao Ltda,Não Indústria,3.Pequena,Comércio varejista de materiais de construção em geral,SESI,18448770000167
Migração,18711452000147,Souza & Figueiredo Comercio De Lubrificantes Ltda,Não Indústria,4.Micro,Comércio atacadista de lubrificantes,SESI,18711452000147
Proposta,18842121000146,Caetex Florestal S.a.,Não Indústria,1.Grande,Cultivo de eucalipto,SESI,18842121000146
Migração,18855580000164,Life Comercio De Produtos De Nutricao Esportiva E Funcional Ltda,Não Indústria,4.Micro,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,SESI,18855580000164
Proposta,18985898000160,Prime Solucoes Industriais Ltda,Indústria,2.Média,Instalação de máquinas e equipamentos industriais,SESI,18985898000160
Migração,19197536000177,Sanderly Teles Da Silva,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",SESI,19197536000177
Migração,19233110000121,Via Compra Ltda,Não Indústria,4.Micro,Comércio varejista de outros produtos não especificados anteriormente,SESI,19233110000121
Proposta,19273747014797,Barbosa & Marques S A  Em Recuperacao Judicial,Não Indústria,4.Micro,Comércio atacadista de leite e laticínios,SESI,19273747014797
